node idx,paper id,title
653,2898201669,
654,2898258448,
655,2898350943,
656,2898387785,Unsupervised Data Selection for Supervised Learning
657,2898419822,
658,2899017552,Neural Music Synthesis for Flexible Timbre Control
659,2900240996,A Review for Weighted MinHash Algorithms.
660,2900531094,Copy the Old or Paint Anew? An Adversarial Framework for (non-) Parametric Image Stylization.
661,2900579567,FotonNet: A HW-Efficient Object Detection System Using 3D-Depth Segmentation and 2D-DNN Classifier.
662,2900842112,Attention, Please! Adversarial Defense via Attention Rectification and Preservation.
663,2900949092,
664,2901174038,
665,2901469772,
666,2901574935,
667,2901607659,
668,2901739041,
669,2901779532,
670,2901978819,
671,2902240649,
672,2902296270,Dense xUnit Networks.
673,2902497586,
674,2902557666,Towards Secure and Efficient Payment Channels.
675,2902749952,Explaining the Ambiguity of Object Detection and 6D Pose From Visual Data
676,2903004694,
677,2903056976,
678,2903200123,
679,2903250286,
680,2903805326,
681,2904103890,
682,2904145923,
683,2905153101,
684,2905487937,
685,2906947607,
686,2906959110,Visibly Pushdown Languages over Sliding Windows.
687,2907366400,
688,2907886055,
689,2908544974,Non-Asymptotic Fundamental Limits of Guessing Subject to Distortion
690,2908729273,Composite Shape Modeling via Latent Space Factorization
691,2909002451,
692,2909735162,Look before you sweep: Visibility-aware motion planning
693,2910138965,
694,2910326436,
695,2910342249,Real Time Monitoring of Social Media and Digital Press
696,2910869157,
697,2911358086,Stabilization Time in Weighted Minority Processes
698,2911481909,
699,2911543874,On the Capacity Region of Bipartite and Tripartite Entanglement Switching.
700,2911610870,
701,2911787152,Interpretable Neural Networks for Predicting Mortality Risk using Multi-modal Electronic Health Records.
702,2911965419,Managing Popularity Bias in Recommender Systems with Personalized Re-ranking
703,2912004605,A Deterministic Approach to Avoid Saddle Points.
704,2912030092,Capacity allocation analysis of neural networks: A tool for principled architecture design
705,2912223035,Towards Jointly Optimal Placement and Delivery: To Code or Not to Code in Wireless Caching Networks
706,2912477994,Situation-Aware Pedestrian Trajectory Prediction with Spatio-Temporal Attention Model.
707,2913058692,WikiLinkGraphs: A Complete, Longitudinal and Multi-Language Dataset of the Wikipedia Link Networks
708,2913079660,Learning for DC-OPF: Classifying active sets using neural nets.
709,2913547314,
710,2913624634,Robustness Certificates Against Adversarial Examples for ReLU Networks.
711,2913687563,
712,2913789312,Synthesizing facial photometries and corresponding geometries using generative adversarial networks
713,2914104942,Deep Learning for Bridge Load Capacity Estimation in Post-Disaster and -Conflict Zones.
714,2914233300,Confidence Trigger Detection: An Approach to Build Real-time Tracking-by-detection System
715,2914312101,GeoGAN: A Conditional GAN with Reconstruction and Style Loss to Generate Standard Layer of Maps from Satellite Images.
716,2914681686,
717,2914765585,On Efficient Optimal Transport: An Analysis of Greedy and Accelerated Mirror Descent Algorithms
718,2914808443,Trust Region-Guided Proximal Policy Optimization
719,2914898847,Deep Learning Based Motion Planning For Autonomous Vehicle Using Spatiotemporal LSTM Network
720,2914949667,
721,2915918561,BusyHands: A Hand-Tool Interaction Database for Assembly Tasks Semantic Segmentation.
722,2916562010,
723,2916826721,
724,2917138319,Robust Re-identification of Manta Rays from Natural Markings by Learning Pose Invariant Embeddings.
725,2918130758,Coded Distributed Computing with Heterogeneous Function Assignments.
726,2918696414,
727,2920063196,
728,2920431256,Graph Neural Networks for Modelling Traffic Participant Interaction.
729,2920741755,
730,2920887644,
731,2921304802,
732,2921918986,
733,2921979992,
734,2922115235,
735,2922249902,
736,2922344980,
737,2922422516,
738,2922717338,
739,2922874720,
740,2923908626,
741,2924032504,
742,2924116063,
743,2925348613,
744,2926841917,
745,2928530452,
746,2928817239,
747,2929095093,
748,2930003153,
749,2930382063,
750,2932480350,
751,2933655602,
752,2933714206,
753,2934806712,
754,2935117511,
755,2936295285,
756,2936520980,
757,2936883713,
758,2936899590,
759,2938696877,Learning Interpretable Disentangled Representations using Adversarial VAEs
760,2938927628,An Efficient Formula Synthesis Method with Past Signal Temporal Logic
761,2939522634,
762,2940183409,
763,2941026327,HOG feature extraction from encrypted images for privacy-preserving machine learning
764,2941665138,
765,2941859709,
766,2942047809,
767,2942135187,
768,2942637361,
769,2942669846,
770,2942775600,
771,2943913916,
772,2944151897,
773,2944460305,
774,2944855023,
775,2944983703,
776,2945051179,
777,2945083850,
778,2945584410,Combine PPO with NES to Improve Exploration.
779,2945603434,Distributed Pattern Formation in a Ring
780,2945692665,
781,2946019926,Debiasing Word Embeddings Improves Multimodal Machine Translation.
782,2946044191,
783,2946173551,Graph Searches and Their End Vertices
784,2946356375,A Survey on the Detection of Android Malicious Apps
785,2946555364,Parallel genetic algorithm for planning safe and optimal route for ship
786,2946584487,Recurring Concept Meta-learning for Evolving Data Streams.
787,2946869570,A Cross-Domain Transferable Neural Coherence Model
788,2947091137,Quantization Loss Re-Learning Method.
789,2947219669,A gender analysis of top scientists’ collaboration behavior: evidence from Italy
790,2947221669,
791,2947224127,Temporally Coherent Full 3D Mesh Human Pose Recovery from Monocular Video.
792,2947461788,Gram-Gauss-Newton Method: Learning Overparameterized Neural Networks for Regression Problems
793,2947477827,COSET: A Benchmark for Evaluating Neural Program Embeddings.
794,2947715232,Inverse boosting pruning trees for depression detection on Twitter
795,2947756088,Quantifying Point-Prediction Uncertainty in Neural Networks via Residual Estimation with an I/O Kernel
796,2948069823,Understanding overfitting peaks in generalization error: Analytical risk curves for l 2 and l 1 penalized interpolation.
797,2948281243,Object-Agnostic Suction Grasp Affordance Detection in Dense Cluster Using Self-Supervised Learning.docx.
798,2948743095,Episodic Memory in Lifelong Language Learning
799,2948793189,Fast Hierarchical Neural Network for Feature Learning on Point Cloud.
800,2948930516,
801,2948954099,
802,2948957650,
803,2949067336,
804,2949089332,
805,2949134419,
806,2949188824,
807,2949194344,
808,2949196298,
809,2949207020,
810,2949225654,
811,2949233314,
812,2949238931,
813,2949267240,
814,2949268354,
815,2949285477,
816,2949286181,
817,2949318474,
818,2949321893,
819,2949324607,
820,2949342675,
821,2949346849,
822,2949375452,
823,2949403782,
824,2949419978,
825,2949429487,
826,2949435980,
827,2949439788,
828,2949441331,
829,2949461269,
830,2949482052,
831,2949487521,
832,2949510923,
833,2949521215,
834,2949527639,Online Voltage Stability Assessment for Load Areas Based on the Holomorphic Embedding Method
835,2949535701,
836,2949535778,
837,2949560367,
838,2949561737,Sophistication vs Logical Depth
839,2949577591,Probability and Asset Updating using Bayesian Networks for Combinatorial Prediction Markets
840,2949604932,
841,2949626996,
842,2949717756,
843,2949737549,
844,2949758157,
845,2949764951,
846,2949811668,
847,2949817159,
848,2949835687,
849,2949835790,
850,2949837236,
851,2949837559,
852,2949859406,
853,2949896890,
854,2949916381,
855,2949987032,
856,2950002111,Plug-and-Play Decentralized Model Predictive Control
857,2950013303,Multi-view Machines
858,2950047432,
859,2950050258,
860,2950064107,Improved Bounds on Restricted Isometry Constants for Gaussian Matrices
861,2950070519,
862,2950074070,
863,2950104062,
864,2950108450,
865,2950117535,
866,2950125130,
867,2950134120,
868,2950136222,
869,2950143318,
870,2950148443,
871,2950155282,
872,2950173087,
873,2950203496,
874,2950222175,
875,2950254397,
876,2950256663,
877,2950257502,
878,2950269186,An Improved Separation of Regular Resolution from Pool Resolution and Clause Learning
879,2950280607,
880,2950298633,Measuring Personalization of Web Search
881,2950301741,Importance Weighted Active Learning
882,2950339685,Global Hashing System for Fast Image Search
883,2950354234,Optimization over Geodesics for Exact Principal Geodesic Analysis
884,2950389708,Low-Complexity QoS-Aware Coordinated Scheduling for Heterogenous Networks
885,2950394205,Dynamic Index Coding for Wireless Broadcast Networks
886,2950428405,Optimal space-time codes for the MIMO amplify-and-forward cooperative channel
887,2950428556,The Price of Anarchy in Large Games
888,2950430068,
889,2950430166,Blackbox identity testing for bounded top fanin depth-3 circuits: the field doesn't matter
890,2950444534,
891,2950468997,Metrics for Finite Markov Decision Processes
892,2950488612,Diffusion and Superposition Distances for Signals Supported on Networks
893,2950502662,Algorithmic Discrepancy Beyond Partial Coloring
894,2950503198,Distributed Detection of a Non-cooperative Target via Generalized Locally-optimum Approaches
895,2950568883,A Message-Passing Approach for Joint Channel Estimation, Interference Mitigation and Decoding
896,2950573208,Signature Generation for Sensitive Information Leakage in Android Applications
897,2950594207,Latent Distribution Assumption for Unbiased and Consistent Consensus Modelling.
898,2950595392,
899,2950606260,Conflict Anticipation in the Search for Graph Automorphisms
900,2950615092,Controller Synthesis for Discrete-time Hybrid Polynomial Systems via Occupation Measures
901,2950657833,
902,2950662148,Provable Algorithms for Inference in Topic Models
903,2950669596,
904,2950681068,
905,2950681618,Canonical Models and the Complexity of Modal Team Logic
906,2950686074,Query-Adaptive Hash Code Ranking for Large-Scale Multi-View Visual Search.
907,2950700332,
908,2950707459,Strong Equivalence of Qualitative Optimization Problems
909,2950752366,
910,2950761086,
911,2950778660,Decomposition of Multi-Agent Planning under Distributed Motion and Task LTL Specifications
912,2950820003,
913,2950844289,3D Convolutional Neural Networks for Tumor Segmentation using Long-range 2D Context
914,2950860667,Two-Hop Interference Channels: Impact of Linear Time-Varying Schemes
915,2950870926,The Range of Topological Effects on Communication
916,2950881657,Open Answer Set Programming with Guarded Programs
917,2950894949,Polymorphic Types in ACL2
918,2950925841,
919,2950937143,An Introduction to Deep Learning for the Physical Layer
920,2950938369,Output-Polynomial Enumeration on Graphs of Bounded (Local) Linear MIM-Width
921,2950945448,
922,2951011721,From Artifacts to Aggregations: Modeling Scientific Life Cycles on the Semantic Web
923,2951017344,Tracking Large-Scale Video Remix in Real-World Events
924,2951036212,Randomly removing g handles at once
925,2951102062,Parameterized Approximation Schemes using Graph Widths
926,2951109409,Learnable Histogram: Statistical Context Features for Deep Neural Networks
927,2951135732,Dependent Hierarchical Normalized Random Measures for Dynamic Topic Modeling
928,2951137892,
929,2951152776,
930,2951153814,The polysemy of the words that children learn over time.
931,2951170705,
932,2951171871,Partial Conway and iteration semirings
933,2951191840,
934,2951198865,Anaphora and Discourse Structure
935,2951208224,Benchmarking Declarative Approximate Selection Predicates
936,2951210992,
937,2951233667,Image-Question-Answer Synergistic Network for Visual Dialog
938,2951246108,Data-driven identification of a thermal network in multi-zone building
939,2951268556,Analytical Evaluation of Fractional Frequency Reuse for Heterogeneous Cellular Networks
940,2951293704,
941,2951305674,Phased LSTM: Accelerating Recurrent Network Training for Long or Event-based Sequences
942,2951312444,Unsupervised Anomaly Detection with Generative Adversarial Networks to Guide Marker Discovery
943,2951313160,Semantic Autoencoder for Zero-Shot Learning
944,2951394629,
945,2951399333,NEOS Server 4.0 Administrative Guide
946,2951448623,Semantic Stability in Social Tagging Streams
947,2951463487,Feasibility of In-band Full-Duplex Radio Transceivers with Imperfect RF Components: Analysis and Enhanced Cancellation Algorithms
948,2951478721,Bootstrapping Structure using Similarity
949,2951543836,Learning Where to Attend Like a Human Driver
950,2951571372,The Burden of Risk Aversion in Mean-Risk Selfish Routing
951,2951595588,Unified Heat Kernel Regression for Diffusion, Kernel Smoothing and Wavelets on Manifolds and Its Application to Mandible Growth Modeling in CT Images
952,2951606661,
953,2951608625,A Sytematic Piggybacking Design for Minimum Storage Regenerating Codes
954,2951614565,Local Approximation Schemes for Topology Control
955,2951614944,On the intersection of additive perfect codes
956,2951615571,Throughput-Delay Analysis of Random Linear Network Coding for Wireless Broadcasting
957,2951616867,Convex Color Image Segmentation with Optimal Transport Distances
958,2951635495,Provable Bounds for Learning Some Deep Representations
959,2951635536,
960,2951636664,Kinetic Voronoi Diagrams and Delaunay Triangulations under Polygonal Distance Functions
961,2951653434,On the Accuracy of the Wyner Model in Cellular Networks
962,2951655313,
963,2951657789,
964,2951673776,Three Generalizations of the FOCUS Constraint
965,2951683535,
966,2951697703,
967,2951728940,Imitation Learning with a Value-Based Prior
968,2951754036,Coalition Formation Game for Cooperative Cognitive Radio Using Gibbs Sampling
969,2951823902,Reconstruction of Integers from Pairwise Distances
970,2951837690,Jointly Modeling Embedding and Translation to Bridge Video and Language
971,2951847226,Approximation Algorithms for Generalized MST and TSP in Grid Clusters
972,2951854335,Service-oriented Communities: Visions and Contributions towards Social Organizations
973,2951861003,Capacity with Causal and Non-Causal Side Information - A Unified View
974,2951867283,Node Overlap Removal by Growing a Tree
975,2951884125,Using Short Synchronous WOM Codes to Make WOM Codes Decodable
976,2951910662,Models of Visually Grounded Speech Signal Pay Attention To Nouns: a Bilingual Experiment on English and Japanese
977,2951936753,Alchemy: A Quantum Chemistry Dataset for Benchmarking AI Models.
978,2951948694,Learning Sparse Neural Networks via $\ell_0$ and T$\ell_1$ by a Relaxed Variable Splitting Method with Application to Multi-scale Curve Classification
979,2951995763,Development of a sensory-neural network for medical diagnosing
980,2951995821,Functions Definable by Numerical Set-Expressions
981,2951996776,Free deconvolution for signal processing applications
982,2952016354,Secure Network in Business-to-Business application by using Access Control List (ACL) and Service Level Agreement (SLA)
983,2952023274,Online and Stochastic Gradient Methods for Non-decomposable Loss Functions
984,2952044050,Bicameral Structuring and Synthetic Imagery for Jointly Predicting Instance Boundaries and Nearby Occlusions from a Single Image.
985,2952047331,Successive Integer-Forcing and its Sum-Rate Optimality
986,2952061210,
987,2952073905,Completeness of Randomized Kinodynamic Planners with State-based Steering
988,2952093099,ActiVis: Visual Exploration of Industry-Scale Deep Neural Network Models
989,2952102303,
990,2952119352,A Deterministic Equivalent for the Analysis of Non-Gaussian Correlated MIMO Multiple Access Channels
991,2952155636,Balanced Allocations and Double Hashing
992,2952164974,Good Friends, Bad News - Affect and Virality in Twitter
993,2952169544,A Logic Framework for P2P Deductive Databases
994,2952171514,A vertex ordering characterization of simple-triangle graphs
995,2952213558,Mimicking Human Process: Text Representation via Latent Semantic Clustering for Classification.
996,2952219087,
997,2952229801,Maximum Quadratic Assignment Problem: Reduction from Maximum Label Cover and LP-based Approximation Algorithm
998,2952236815,Picking Apart Story Salads
999,2952260046,Optimal Scheduling of Electric Vehicles Charging in low-Voltage Distribution Systems
1000,2952261460,Your Voice Assistant is Mine: How to Abuse Speakers to Steal Information and Control Your Phone
1001,2952267668,
1002,2952277155,
1003,2952288288,
1004,2952314184,Understanding, Categorizing and Predicting Semantic Image-Text Relations
1005,2952334673,Downlink Analysis for a Heterogeneous Cellular Network
1006,2952337064,An Enhanced Features Extractor for a Portfolio of Constraint Solvers
1007,2952337635,Solving the Join Ordering Problem via Mixed Integer Linear Programming
1008,2952342445,Doubles and Negatives are Positive (in Self-Assembly)
1009,2952353761,Can Realistic BitTorrent Experiments Be Performed on Clusters
1010,2952362509,Kernelization Algorithms for Packing Problems Allowing Overlaps
1011,2952364877,
1012,2952400500,
1013,2952409738,Control Communication Complexity of Distributed Actions
1014,2952425406,
1015,2952427240,Fake News Detection in Social Networks via Crowd Signals
1016,2952444995,
1017,2952448496,Fast and Scalable Inference of Multi-Sample Cancer Lineages
1018,2952491657,Functional Transparency for Structured Data: a Game-Theoretic Approach
1019,2952508421,
1020,2952511142,
1021,2952514460,Value Based Argumentation Frameworks
1022,2952517855,Causality in Bayesian Belief Networks
1023,2952518427,
1024,2952519012,Slope One Predictors for Online Rating-Based Collaborative Filtering
1025,2952580453,Deep Reinforcement Learning for Swarm Systems
1026,2952585167,Stable Model Counting and Its Application in Probabilistic Logic Programming
1027,2952616576,Explicit linear kernels for packing problems
1028,2952654690,Resolution of Linear Algebra for the Discrete Logarithm Problem Using GPU and Multi-core Architectures
1029,2952692934,MIMO Secret Communications Against an Active Eavesdropper
1030,2952696969,Network Coded Rate Scheduling for Two-way Relay Networks
1031,2952708901,Decomposing Finite Abelian Groups
1032,2952729914,$O(\mbox{depth})$-Competitive Algorithm for Online Multi-level Aggregation
1033,2952752365,Using Category Theory in Modeling Generics in OOP (Outline).
1034,2952792115,
1035,2952804803,Hybrid Temporal Situation Calculus
1036,2952806353,LASeR: Lightweight Authentication and Secured Routing for NDN IoT in Smart Cities
1037,2952820602,Hierarchical Cellular Automata for Visual Saliency
1038,2952822893,Robot Motion Planning in Learned Latent Spaces
1039,2952828509,
1040,2952874200,GFA: Exploratory Analysis of Multiple Data Sources with Group Factor Analysis
1041,2952885288,A Context-aware Capsule Network for Multi-label Classification
1042,2952888378,
1043,2952904874,
1044,2952919679,
1045,2952965520,A Static Analysis-based Cross-Architecture Performance Prediction Using Machine Learning.
1046,2952968410,Flip Distance to some Plane Configurations
1047,2952971154,Approximating Gains from Trade in Two-sided Markets via Simple Mechanisms
1048,2952981920,Scopus's Source Normalized Impact per Paper (SNIP) versus a Journal Impact Factor based on Fractional Counting of Citations
1049,2952992996,Attaining the Unattainable? Reassessing Claims of Human Parity in Neural Machine Translation.
1050,2952993565,sDTW: Computing DTW Distances using Locally Relevant Constraints based on Salient Feature Alignments
1051,2952997128,
1052,2953015226,An Event Structure Model for Probabilistic Concurrent Kleene Algebra
1053,2953017294,Rolling Shutter Camera Relative Pose: Generalized Epipolar Geometry
1054,2953024585,Policy Optimization for Content Push via Energy Harvesting Small Cells in Heterogeneous Networks
1055,2953040449,Learning Visual Clothing Style with Heterogeneous Dyadic Co-occurrences
1056,2953065078,First-Order Modular Logic Programs and their Conservative Extensions
1057,2953072744,Detecting Approximate Reflection Symmetry in a Point Set using Optimization on Manifold
1058,2953077812,Deep multiscale convolutional feature learning for weakly supervised localization of chest pathologies in X-ray images
1059,2953080524,
1060,2953080702,
1061,2953092313,
1062,2953100718,
1063,2953101404,
1064,2953117613,Massive MIMO with Imperfect Channel Covariance Information
1065,2953144064,Learning Tractable Probabilistic Models for Fault Localization
1066,2953157774,A Brief History of Web Crawlers
1067,2953159499,
1068,2953164751,Throughput and Delay Analysis in Video Streaming over Block-Fading Channels
1069,2953167419,Raising NP Lower Bounds to Parallel NP Lower Bounds
1070,2953167779,Output Average Consensus Over Heterogeneous Multi-Agent Systems via Two-Level Approach
1071,2953182835,A Grasping-centered Analysis for Cloth Manipulation
1072,2953185150,
1073,2953188310,
1074,2953234528,
1075,2953243231,
1076,2953248217,Training Set Camouflage
1077,2953251011,Message in a Sealed Bottle: Privacy Preserving Friending in Social Networks
1078,2953263167,Richer Syntactic Dependencies for Structured Language Modeling
1079,2953266794,Enhancing Use Case Points Estimation Method Using Soft Computing Techniques
1080,2953288157,Multi-dimensional sets recognizable in all abstract numeration systems
1081,2953295821,Approximating Multicut and the Demand Graph
1082,2953300238,On the Solvability of Inductive Problems: A Study in Epistemic Topology
1083,2953301105,
1084,2953321413,Distributed Time-Frequency Division Multiple Access Protocol For Wireless Sensor Networks
1085,2953344930,Joint LDPC and Physical-layer Network Coding for Asynchronous Bi-directional Relaying
1086,2953391732,A Minimum Relative Entropy Principle for Learning and Acting
1087,2953392161,Towards Explanation of DNN-based Prediction with Guided Feature Inversion
1088,2953634354,
1089,2953793718,Deep Gamblers: Learning to Abstain with Portfolio Theory
1090,2953804391,
1091,2954053207,
1092,2954594726,
1093,2954744211,
1094,2954884125,
1095,2955512971,Massive Multi-agent Data-Driven Simulations of the GitHub Ecosystem
1096,2955819861,
1097,2955883395,Finding Optimal Solutions to Token Swapping by Conflict-based Search and Reduction to SAT
1098,2955914515,
1099,2958127121,
1100,2958373708,
1101,2958670508,
1102,2958885478,
1103,2959209404,
1104,2959816846,Multiple Knapsack-Constrained Monotone DR-Submodular Maximization on Distributive Lattice --- Continuous Greedy Algorithm on Median Complex ---
1105,2960282122,
1106,2961036874,
1107,2961075442,
1108,2961524200,
1109,2961655545,
1110,2962863905,Indoor Office Wideband Penetration Loss Measurements at 73 GHz
1111,2962874844,
1112,2963052105,Online optimization of piecewise Lipschitz functions in changing environments.
1113,2963155310,
1114,2963243612,
1115,2963262919,
1116,2963479217,
1117,2963482016,
1118,2964103096,
1119,2964156559,FedHealth: A Federated Transfer Learning Framework for Wearable Healthcare
1120,2964566605,Optimize TSK Fuzzy Systems for Big Data Classification Problems: Bag of Tricks.
1121,2964693852,A General Overview of Formal Languages for Individual-Based Modelling of Ecosystems
1122,2964703418,Deep Retrieval-Based Dialogue Systems: A Short Review.
1123,2964750054,New Techniques for Graph Edit Distance Computation.
1124,2964855005,On Hard Exploration for Reinforcement Learning: a Case Study in Pommerman
1125,2964870467,
1126,2965200717,Content and Colour Distillation for Learning Image Translations with the Spatial Profile Loss
1127,2965386677,
1128,2965428307,Continuous Ordinary Differential Equations and Transfinite Computations
1129,2965468758,EdgeMORE: Improving Resource Allocation with Multiple Options from Tenants
1130,2965485015,Hindsight Trust Region Policy Optimization
1131,2965840041,An Empirical Assessment on Affective Reactions of Novice Developers when Applying Test-Driven Development
1132,2965853874,Interlaced Sparse Self-Attention for Semantic Segmentation.
1133,2966084819,RNN-based Online Handwritten Character Recognition Using Accelerometer and Gyroscope Data
1134,2966367171,Universal Adversarial Audio Perturbations.
1135,2966479429,
1136,2966564913,Attention-Wrapped Hierarchical BLSTMs for DDI Extraction.
1137,2966638278,Hybrid-Attention based Decoupled Metric Learning for Zero-Shot Image Retrieval
1138,2967405323,
1139,2968233966,Fast Distributed Backup Placement in Sparse and Dense Networks.
1140,2968543045,
1141,2969056421,RIO: 3D Object Instance Re-Localization in Changing Indoor Environments.
1142,2969070773,
1143,2969329284,Practical Risk Measures in Reinforcement Learning
1144,2969409408,An Attack on the the Encryption Scheme of the Moscow Internet Voting System
1145,2969463522,
1146,2969520366,
1147,2969525168,
1148,2969705302,Technical Report on Implementing Ranking-Based Semantics in ConArg
1149,2970073346,
1150,2970342098,An Effective and Efficient Method for Detecting Hands in Egocentric Videos for Rehabilitation Applications
1151,2971549983,
1152,2972280210,
1153,2972282440,Semantic Segmentation of Panoramic Images Using a Synthetic Dataset
1154,2972332787,
1155,2972366126,
1156,2972391026,
1157,2972408992,
1158,2972829925,
1159,2972884859,
1160,2972902019,
1161,2973155974,Robots that Take Advantage of Human Trust.
1162,2973930634,
1163,2974679749,
1164,2974684257,
1165,2975242295,
1166,2975672703,
1167,2975826799,
1168,2976194415,
1169,2976281527,
1170,2976466812,
1171,2976964214,
1172,2977122666,Fast and Efficient Model for Real-Time Tiger Detection In The Wild
1173,2978212076,
1174,2978843034,
1175,2979287175,
1176,2979314664,
1177,2979386607,
1178,2979426349,
1179,2979427124,
1180,2979483737,HNLB: Utilizing Hardware Matching Capabilities of NICs for Offloading Stateful Load Balancers
1181,2979639576,
1182,2979645311,
1183,2979696030,Upper and Lower Bounds for Fully Retroactive Graph Problems.
1184,2980149749,Typical Sequences Revisited --- Computing Width Parameters of Graphs.
1185,2980154309,Designing Interfaces to Help Stakeholders Comprehend, Navigate, and Manage Algorithmic Trade-Offs
1186,2980321109,Overwrite Quantization: Opportunistic Outlier Handling for Neural Network Accelerators.
1187,2980341701,
1188,2980422430,Learning from Delayed Outcomes via Proxies with Applications to Recommender Systems
1189,2980599494,
1190,2981049690,Conditional Invertible Flow for Point Cloud Generation
1191,2981352723,
1192,2981489861,Simplifying Neural Networks with the Marabou Verification Engine.
1193,2981547806,TRB: A Novel Triplet Representation for Understanding 2D Human Body.
1194,2981930619,
1195,2981936562,
1196,2982062754,Neurlux: Dynamic Malware Analysis Without Feature Engineering.
1197,2982084977,
1198,2982150752,
1199,2982400109,
1200,2982501339,
1201,2982541662,
1202,2982666195,
1203,2983100209,
1204,2983716911,
1205,2983779407,Dense Color Constancy with Effective Edge Augmentation.
1206,2984184565,
1207,2984477118,Elaborating Inductive Definitions and Course-of-Values Induction in Cedille.
1208,2984514542,Hierarchical Mixtures of Generators for Adversarial Learning
1209,2984765139,
1210,2985076077,Multimodal Intelligence: Representation Learning, Information Fusion, and Applications
1211,2985581477,
1212,2985768166,
1213,2986070883,
1214,2986185262,
1215,2986193832,
1216,2986386656,
1217,2986546511,
1218,2986736937,
1219,2987414108,Multi-Item Mechanisms without Item-Independence: Learnability via Robustness
1220,2988115836,A Reduction from Reinforcement Learning to No-Regret Online Learning.
1221,2988841832,Generalization through Memorization: Nearest Neighbor Language Models.
1222,2989610201,Exploring Self-Supervised Regularization for Supervised and Semi-Supervised Learning
1223,2989782618,All you need is a good representation: A multi-level and classifier-centric representation for few-shot learning.
1224,2989907986,F3Net: Fusion, Feedback and Focus for Salient Object Detection
1225,2989927651,
1226,2990051169,
1227,2990109014,Scalable Decision-Theoretic Planning in Open and Typed Multiagent Systems
1228,2990176560,
1229,2990486178,
1230,2990505274,
1231,2990647144,
1232,2990827137,
1233,2991003614,
1234,2991104753,
1235,2991227784,
1236,2991541751,
1237,2991815002,Performance and Comparisons of STDP based and Non-STDP based Memristive Neural Networks on Hardware
1238,2992737371,Weak Supervision helps Emergence of Word-Object Alignment and improves Vision-Language Tasks.
1239,2993008448,Learning undirected models via query training.
1240,2993281564,Explorable Super Resolution
1241,2993749257,A Real-time Global Inference Network for One-stage Referring Expression Comprehension.
1242,2993897137,ELFISH: Resource-Aware Federated Learning on Heterogeneous Edge Devices.
1243,2994699253,Rate Statistics in Cellular Downlink: A Per-User Analysis of Rateless Coded Transmission.
1244,2994926185,Identifying Sub-Phenotypes of Acute Kidney Injury using Structured and Unstructured Electronic Health Record Data with Memory Networks
1245,2994942502,
1246,2995098333,
1247,2995137126,Extracting clinical concepts from user queries.
1248,2995197009,To Follow or not to Follow: Selective Imitation Learning from Observations.
1249,2995254270,Attention-Based Face AntiSpoofing of RGB Images, using a Minimal End-2-End Neural Network
1250,2995297220,Comprehensive review for common types of errors using spreadsheets.
1251,2995323052,Joint Chromatic and Polarimetric Demosaicing via Sparse Coding.
1252,2995591407,DeepDeform: Learning Non-rigid RGB-D Reconstruction with Semi-supervised Data
1253,2995883407,Robust Feature-Based Point Registration Using Directional Mixture Model.
1254,2995912970,
1255,2996117162,
1256,2996441973,
1257,2996569511,
1258,2996610304,
1259,2996669418,
1260,2996764914,
1261,2997461898,
1262,2997507969,An Optimal Algorithm for 1-D Cutting Stock Problem
1263,2997842638,
1264,2997877901,
1265,2998911234,Outlier Detection Ensemble with Embedded Feature Selection
1266,2999202099,
1267,2999314132,Strong-Separation Logic.
1268,2999348373,
1269,2999361872,Capacity-Approaching Constrained Codes with Error Correction for DNA-Based Data Storage.
1270,2999368973,
1271,2999772350,
1272,2999879290,
1273,2999951053,Upper Bound Scalability on Achievable Rates of Batched Codes for Line Networks
1274,2999953609,
1275,3000658051,
1276,3000840023,
1277,3001634048,
1278,3001904144,
1279,3002181530,
1280,3003498882,
1281,3003587002,
1282,3004194992,
1283,3004355950,
1284,3004513934,
1285,3004567884,Low Overhead Online Data Flow Tracking for Intermittently Powered Non-volatile FPGAs
1286,3004580762,
1287,3004634366,Pure Differentially Private Summation from Anonymous Messages
1288,3004815632,Scaling data-driven robotics with reward sketching and batch reinforcement learning.
1289,3004903382,
1290,3005077188,
1291,3005251621,
1292,3005701902,
1293,3005704921,
1294,3005705715,
1295,3005818102,
1296,3005947094,
1297,3005974022,
1298,3005978990,
1299,3006021161,Deep Domain Adaptive Object Detection: a Survey
1300,3006091301,
1301,3006207249,When symmetries are not enough: a hierarchy of hard Constraint Satisfaction Problems.
1302,3006416385,
1303,3006437160,RapidLayout: Fast Hard Block Placement of FPGA-optimized Systolic Arrays using Evolutionary Algorithms
1304,3006526404,
1305,3006610127,Low-Rank Bottleneck in Multi-head Attention Models
1306,3006668148,
1307,3006716581,
1308,3006809231,
1309,3006865171,
1310,3007727054,
1311,3007925736,
1312,3008246719,
1313,3008559440,
1314,3008637786,
1315,3008752511,
1316,3008900438,Budget-Constrained Bandits over General Cost and Reward Distributions
1317,3009453940,The Online Min-Sum Set Cover Problem.
1318,3009761736,Is POS Tagging Necessary or Even Helpful for Neural Dependency Parsing
1319,3010349053,Who Make Drivers Stop? Towards Driver-centric Risk Assessment: Risk Object Identification via Causal Inference
1320,3010526057,
1321,3011063025,NP-completeness Results for Graph Burning on Geometric Graphs.
1322,3011201405,Mask & Focus: Conversation Modelling by Learning Concepts
